word	parts
irreducible	adj|n
irregular	adj|n
irregularity	n
irregularly	adv
irrelevant	adj
irremediable	adj
irreparable	adj
irrepressible	adj
irreproachable	adj
irresistible	adj
irresolute	adj
irrespective	adj
irresponsible	adj|n
irreverence	n
irreverent	adj
irreversible	adj
irrevocable	adj
irrigate	v
irrigation	n
irritable	adj
irritate	v
irritating	adj|v
irritation	n
islam	n
island	n|v
isle	n
isolate	adj|n|v
isolated	adj|v
isolation	n
isotope	n|v
issue	n|v
issues	n|v
isthmus	n
it	adj|det|n|pron
italian	adj|n
italy	n
item	adv|n|v
items	n|v
iterate	adj|n|v
itinerant	adj|n
itinerary	adj|n
its	det|n|phrase|pron
itself	pron
ivory	adj|n
jabber	n|v
jack	adj|n|v
jacket	n|v
jade	adj|n|v
jaded	adj|v
jagged	adj|v
jail	n|v
jam	n|v
jamb	n|v
jamboree	n|v
janitor	n
january	n
japan	n|v
japanese	adj|n
jape	n|v
jar	n|v
jargon	n|v
jarring	adj|n|v
jaundice	n|v
jaundiced	adj|v
jaunt	n|v
jaunty	adj|n
jaw	n|v
jazz	n|v
jealous	adj|v
jealousy	n
jean	n
jeans	n
jeep	adj|n|v
jeer	n|v
jejune	adj
jelly	adj|n|v
jellyfish	n
jeopardize	v
jeopardy	n|v
jerk	n|v
jest	adv|n|v
jesting	adj|n|v
jesus	interj|n|v
jet	adj|n|v
jettison	n|v
jewel	n|v
jeweler	n
jewellery	n
jewelry	n|v
jewels	n|v
jewish	adj|n
jibe	n|v
jigsaw	n|v
jingle	n|v
jingoism	n
jitter	n|v
job	n|v
jobs	n|v
jockey	n|v
jocose	adj
jocular	adj
jocund	adj
jog	n|v
jogging	n|v
join	n|v
joint	adj|n|v
joke	n|v
jolly	adj|adv|n|v
jolt	n|v
jolting	adj|n|v
jot	n|v
journal	adj|n|v
journalism	n
journalist	n
journalistic	adj
journey	n|v
jovial	adj|n
joy	interj|n|v
joyful	adj
joyous	adj
jubilant	adj
jubilation	n
judge	n|v
judgement	n
judicial	adj|n
judicious	adj
judiciousness	n
jug	n|v
juggernaut	n
juggle	n|v
juice	adj|n|v
juicy	adj
july	n
jumble	n|v
jump	adj|adv|n|v
junction	n|v
juncture	n
june	n|v
jungle	adj|n
junior	adj|n|v
junk	n|v
jupiter	interj|n
jurisdiction	n
jurisprudence	n
jury	adj|n|v
just	adj|adv|interj|n|v
justice	n
justifiable	adj
justification	n
justify	v
justly	adv
juvenile	adj|n
juxtapose	v
juxtaposition	n|v
kaleidoscope	n|v
kaleidoscopic	adj
kangaroo	adj|n|v
keen	adj|n|v
keep	n|v
keeper	n
kelp	n|v
ken	n|v
kennel	n|v
kernel	n|v
kerosene	n
kettle	n|v
key	adj|n|v
keyboard	n|v
keys	n|phrase|v
keywords	n|v
kick	n|v
kid	n|v
kidnap	n|v
kidney	n
kids	n|v
kill	n|v
killer	adj|n
killjoy	n
kiln	n|v
kilo	n
kilogram	n
kilograms	n
kilometer	n
kilometre	n
kilowatt	n
kin	adj|n|v
kind	adj|n
kindergarten	n
kindle	adj|n|v
kindness	n
kindred	adj|n
kinetic	adj
king	n|v
kingdom	n
kinship	n
kiosk	n
kiss	n|v
kit	n|phrase|v
kitchen	n|v
kite	n|v
kits	n|v
knack	n|v
knapsack	n|v
knave	n
knead	n|v
knee	n|v
kneel	v
knell	n|v
knife	n|v
knight	n|v
knit	n|v
knob	n|v
knock	n|v
knoll	n|v
knot	n|v
knotty	adj
know	n|phrase|v
know-how	n
knowledge	n|v
knowledgeable	adj|n
kudos	interj|n|v
kymograph	n
lab	n|v
label	n|v
labile	adj
labor	n|v
laboratory	n
labored	adj|v
laborer	n
laborious	adj
laboriously	adv
labour	n|v
labourer	n
labyrinth	n|v
lace	n|v
lacerate	adj|v
laceration	n
lachrymose	adj
lack	n|v
lackadaisical	adj
lackey	n|v
lackluster	adj|n
laconic	adj
lactic	adj
lad	n
ladder	n|v
laden	adj|v
lady	n|v
lag	adj|n|v
laggard	adj|n
lagoon	n
lair	n|v
laity	n
lake	n|v
lakes	n|v
lamb	n|v
lambaste	v
lame	adj|n|v
lament	n|v
lamentable	adj
lamentation	n
laminate	adj|n|v
lamp	n|v
lampoon	n|v
lampshade	n|v
lance	n|v
lancet	n|v
land	n|v
landfill	n|v
landing	n|v
landlady	n
landlocked	adj
landlord	n|v
landmark	n|v
landmass	n
landscape	n|v
landslide	n|v
lane	n
language	interj|n|v
languid	adj|n
languish	v
languor	n|v
lank	adj|n|v
lantern	adj|n|v
lap	adj|n|v
lapidary	adj|n
lapse	n|v
laptop	adj|n|v
larder	n
large	adj|adv|n
largely	adv
largess	n
largesse	n
lark	n|v
larva	n
larvae	n
larynx	n
laser	n|v
lash	adj|n|v
lassitude	n
lasso	n|v
last	adj|adv|det|n|v
lasting	adj|n|v
latch	n|v
late	adj|adv|n
lately	adv
latency	n
latent	adj|n
later	adj|adv|interj
lateral	adj|n|v
latest	adj|adv|n
lathe	n|v
latin	adj|n
latitude	n
latter	adj
lattice	n|v
laud	n|v
laudable	adj
laugh	n|v
laughter	n
launch	n|v
laundry	n
laurel	n|v
laurels	n|v
lava	n
lavatory	adj|n
lave	adj|n|v
lavish	adj|n|v
law	interj|n|v
lawn	n|v
lawsuit	n|v
lawyer	n|v
lax	adj|n
laxative	adj|n
lay	adj|n|v
layer	n|v
layering	n|v
layman	n
layoff	n
layout	n|v
layover	n
lazy	adj|n|v
lead	adj|n|v
leader	n
leadership	n
leading	adj|n|v
leaf	n|v
leaflet	n|v
league	adj|n|v
leak	adj|n|v
leakage	n
leaky	adj
lean	adj|n|v
leap	adj|n|v
learn	n|v
learned	adj|n|v
learning	n|v
lease	n|v
leash	n|v
least	adj|adv|det|n|pron
leather	adj|n|v
leave	n|v
leaven	n|v
lectern	n
lecture	n|v
ledge	n|v
ledger	n|v
leer	adj|n|v
leery	adj
leeward	adj|adv
leeway	n
left	adj|adv|n|v
leftover	adj|n
leg	adj|n|v
legacy	adj|n
legal	adj|n
legalize	v
legend	n|v
legendary	adj|n
legerdemain	n
legible	adj
legion	adj|n|v
legislate	v
legislation	n
legislature	n
legitimate	adj|n|v
legume	n
leisure	n
leisureliness	n
leisurely	adj|adv
lemon	adj|n|v
lemonade	n
lend	n|v
lender	n
length	n|v
lengthen	v
lengthy	adj
leniency	n
lenient	adj|n
lens	n|v
leopard	n
leprosy	n
lesion	n|v
less	adj|adv|conj|det|n|prep|v
lessen	conj|v
lesson	n|v
lessons	n|v
lest	conj
let	n|v
lethal	adj|n
lethargic	adj
lethargy	n
letter	n|v
lettuce	n
levee	n|v
level	adj|n|v
levelheaded	adj
levels	n|v
lever	adv|n|v
leverage	n|v
levity	n
levy	n|v
lexical	adj
lexicographer	n
lexicon	n|v
liability	n
liable	adj
liaison	n|v
liar	n
libel	n|v
libelous	adj
liberal	adj|n
liberality	n
liberally	adv
liberate	adj|n|v
liberation	n
libertine	adj|n
liberty	n
libido	n
librarian	n
libraries	n
library	n
libretto	n
licence	n|v
license	n|v
licentious	adj
lichen	n|v
licit	adj
lick	n|v
lid	n|v
lie	n|v
lien	n|v
lieutenant	adj|n
life	interj|n|v
lifesaver	n
lifestyle	n
lifetime	n
lift	n|v
ligature	n|v
light	adj|adv|n|v
lighten	v
lighter	adj|n|v
lighthouse	n
lightly	adv
lightning	adj|n|v
lights	n|v
ligneous	adj
like	adj|adv|conj|n|phrase|prep|v
likelihood	n
likely	adj|adv|n
liken	v
likeness	n|v
likewise	adv
lily	adj|n
limb	n|v
limber	adj|n|v
limbo	n|v
lime	adj|n|v
limerick	n
limestone	n
limit	adj|n|v
limitation	n
limited	adj|n|v
limn	v
limner	n
limousine	n
limp	adj|n|phrase|v
limpid	adj
line	interj|n|v
lineage	n
lineal	adj
lineaments	n
linear	adj|n
linen	adj|n
liner	n|v
linger	n|v
lingual	adj|n
linguistic	adj
linguistics	n
lining	n|v
link	n|v
linoleum	n
lint	n|v
lion	adj|n
lionize	v
lions	n
lip	n|v
lipid	n
lipstick	n|v
liquefy	v
liquid	adj|n
liquidate	adj|v
liquor	n|v
lissome	adj
list	n|v
listen	n|v
listener	n
listless	adj
liter	n
literacy	n
literal	adj|n
literally	adv
literary	adj
literate	adj|n
literati	n
literature	n
lithe	adj|n|v
lithograph	n|v
lithosphere	n
litigant	adj|n
litigation	n
litre	n
litter	adj|n|v
little	adj|adv|det|n|pron
littoral	adj|n
live	adj|adv|v
livelihood	n
lively	adj|adv|n
liver	adj|n
livestock	n
livid	adj
living	adj|n|v
living-room	n
lizard	n
load	n|v
loaf	n|v
loam	adj|n|v
loan	n|v
loans	n|v
loath	adj|v
loathe	v
loathsome	adj
lobby	n|v
lobe	n
lobster	adj|n|v
local	adj|adv|n
locale	n
locality	n
locally	adv
locate	v
location	n
locations	n
lock	n|v
locker	n
locomote	v
locomotion	n
locomotive	adj|n
locoweed	n
locus	n
locust	n|v
locution	n
lode	n
lodge	n|v
lodging	n|v
loft	adj|n|v
lofty	adj|n
log	n|v
logic	adj|n|v
logical	adj
logistics	n
logjam	n|v
loiter	n|v
loll	v
london	n
lone	adj|v
lonely	adj
long	adj|adv|n|v
long-lasting	adj
long-range	adj
long-standing	adj
long-winded	adj
longevity	n
longing	adj|n|v
longitude	n
look	interj|n|v
loom	n|v
loon	n
loop	n|v
loophole	n|v
loose	adj|interj|n|v
loosely	adv
loosen	v
loot	n|v
lope	n|v
lopsided	adj
loquacious	adj
lord	interj|n|v
lore	n|v
lorry	n|v
lose	n|v
loss	n|v
lot	n|v
loth	adj|n
lottery	n
loud	adj|adv|n
loudly	adv
loudspeaker	n
lounge	n|v
lout	n|v
loutish	adj
love	n|v
lovely	adj|adv|n
lover	n
low	adj|adv|n|v
low-risk	adj
lowbred	adj
lower	adj|adv|n|v
loyal	adj|n
loyalty	n
lubricant	n
lubricate	v
lubrication	n
lubricious	adj
lucid	adj|n
luck	n|v
lucky	adj|n
lucrative	adj
lucre	n
lucubrate	v
ludicrous	adj
lug	n|v
luggage	n
lukewarm	adj
lull	n|v
lullaby	n|v
lumber	n|v
lumbering	adj|n
lumberjack	n|v
lumen	n
luminary	n
luminosity	n
luminous	adj
lump	n|v
lunar	adj|n
lunatic	adj|n
lunch	n|v
luncheon	n|v
lung	n
lurch	n|v
lure	n|v
lurid	adj
lurk	n|v
luscious	adj
lush	adj|n|v
lust	n|v
luster	n|v
lustrous	adj
lusty	adj
luxuriant	adj
luxurious	adj
luxury	adj|n
lynch	n|v
lyric	adj|n
lyrically	adv
lyricist	n
macabre	adj
macerate	n|v
machination	n
machine	n|v
machinery	n
machines	n|v
mackintosh	n
maculate	adj|v
maculated	adj|v
mad	adj|adv|n|v
madam	n|v
madame	n
madden	n|v
madrigal	n
maelstrom	n
maestro	n
magazine	n
magenta	adj|n
magic	adj|n|v
magical	adj
magician	n
magisterial	adj
magistrate	n
magma	n
magnanimity	n
magnanimous	adj
magnate	n
magnesium	n
magnet	n
magnetic	adj
magnetism	n
magnetize	v
magnetosphere	n
magnificence	n
magnificent	adj
magnify	v
magniloquent	adj
magnitude	n
magpie	n|v
maid	n|v
maiden	adj|n
mail	n|v
mailbox	n
mails	n|v
maim	n|v
main	adj|adv|n|v
mainland	n
mainly	adv
mainspring	n
maintain	v
maintenance	n
maize	n
majestic	adj
majesty	n|pron
major	adj|n|v
majority	n
majors	n
make	n|v
makeshift	adj|n
makeup	n|v
making	n|v
maladroit	adj|n
malady	n
malaise	n
malapropism	n
malaria	n
malaysia	n
malcontent	adj|n|v
male	adj|n
malediction	n
malefactor	n
maleficent	adj
malevolent	adj
malfeasance	n
malfunction	n|v
malice	n|v
malicious	adj
malign	adj|v
malignant	adj|n
malinger	n|v
mall	n|v
malleability	n
malleable	adj
mallet	n|v
malnutrition	n
malodor	n
malpractice	n
maltreat	v
mammal	n
mammalian	adj|n
mammoth	adj|n
man	interj|n|pron|v
manacle	n|v
manage	n|v
management	n
manager	n
managerial	adj
mandate	n|v
mandatory	adj|n
maneuver	n|v
manful	adj
mangle	n|v
mangy	adj
mania	n
maniac	n
manifest	adj|n|v
manifestation	n
manifesto	n|v
manifold	adj|adv|n|v
manipulate	v
manipulative	adj|n
mankind	n
manly	adj|adv|n
manner	n|v
mannered	adj
mannerism	n
manoeuvre	n|v
mansion	n
mantle	n|v
manual	adj|n
manually	adv
manufacture	n|v
manufacturer	n
manumit	v
manure	n|v
manuscript	adj|n
many	adj|det|n|pron
map	n|v
maple	n
mar	adj|n|v
marathon	n|v
maraud	v
marble	adj|n|v
march	n|v
mare	n
margarine	n|v
margin	n|v
marginal	adj|n
marine	adj|n|v
mariner	n
marionette	n|v
marital	adj
maritime	adj
mark	n|v
marked	adj|v
markedly	adv
market	n|v
marketing	n|v
marks	n|v
maroon	adj|n|v
marred	adj|v
marriage	n
married	adj|n|v
marrow	n
marry	interj|v
mars	n|v
marsh	n
marshal	n|v
marshy	adj
marsupial	adj|n
martial	adj|n
martinet	n
martyr	n|v
marvel	n|v
marvellous	adj
marvelous	adj
marxism	n
marxist	adj|n
masculine	adj|n
masculinity	n
mash	n|v
mask	n|v
mason	n|v
masonry	n
masquerade	n|v
mass	adj|n|v
massacre	n|v
massive	adj|n
mast	n|v
master	adj|n|v
masterpiece	n
mastery	n
masticate	v
mat	adj|n|v
matador	n
match	n|v
matching	adj|n|v
matchless	adj
matchstick	n
mate	n|v
material	adj|n|v
materialism	n
materialize	v
materials	n|v
maternal	adj|n
maternity	n
math	n|v
mathematic	adj
mathematical	adj
mathematics	n
maths	n|v
matriarchy	n
matriculate	adj|n|v
matrimony	n
matrix	n
matter	n|v
mattress	n|v
maturation	n
mature	adj|v
maturity	n
maudlin	adj|n
maul	n|v
mauve	adj|n
maven	n
maverick	adj|n|v
mawkish	adj
maxim	n
maximize	v
maximum	adj|n
may	n|v
maybe	adj|adv|n
mayhem	n|v
mayor	n
maze	n|v
me	det|n|pron
meadow	n|v
meager	adj|v
meagre	adj|n|v
meal	n|v
meals	n
mean	adj|n|v
meander	n|v
meaning	adj|n|v
meaningful	adj
means	n|v
meantime	adv|n
meanwhile	adv|n
measly	adj
measurable	adj|n
measure	n|v
measured	adj|v
measurement	n
measurements	n
measures	n|v
meat	n
mechanic	adj|n
mechanical	adj|n
mechanically	adv
mechanics	n
mechanism	n
mechanized	adj|v
medal	n|v
meddle	v
meddlesome	adj
media	adj|n
mediate	adj|v
mediator	n
medical	adj|n
medicate	v
medicine	n|v
medieval	adj|n
mediocre	adj|n
mediocrity	n
meditate	adj|v
meditation	n
meditative	adj
mediterranean	adj|n
medium	adj|adv|n
medley	n|v
meek	adj|n|v
meet	adj|n|v
meeting	n|v
megalomania	n
melancholy	adj|n
melbourne	n
meld	n|v
mellifluous	adj
melodic	adj
melodious	adj
melodrama	n
melody	n
melon	adj|n
melt	n|v
member	n|v
membership	n|v
membrane	n
memento	n
memo	n|v
memoir	n
memorable	adj|n
memorandum	n
memorial	adj|n
memorise	v
memorize	v
memory	n
menace	n|v
mend	n|v
mendacious	adj
mendacity	n
mendicant	adj|n
menial	adj|n
mental	adj|n
mentality	n
mentally	adv
menthol	n
mention	n|v
mentor	n|v
menu	n|v
mercantile	adj
mercenary	adj|n
merchandise	n|v
merchant	n|v
merciful	adj
merciless	adj
mercurial	adj|n
mercury	n|v
mercy	interj|n|v
mere	adj|n|v
merely	adv
meretricious	adj
merge	n|v
merger	n
meridian	adj|n|v
merit	n|v
merited	adj|v
meritorious	adj
mermaid	n
merry	adj|n
mesa	n
mesh	n|v
mesmerism	n
mesmerize	v
mesozoic	adj|n
mess	n|v
message	n|v
messenger	n|v
messy	adj
metabolic	adj|n
metabolism	n
metal	adj|n|v
metallic	adj|n
metallurgy	n
metamorphose	v
metaphor	n|v
metaphysical	adj
metaphysics	n
mete	adj|n|v
meteor	n|v
meteoric	adj
meteorite	n
meteorologist	n
meteorology	n
methane	n
method	n|v
methodical	adj
methodically	adv
methodology	n
methods	n|v
meticulous	adj
meticulously	adv
metre	n|v
metric	adj|n|v
metrical	adj
metropolis	n
metropolitan	adj|n
mettle	adj|n
mettlesome	adj
mexican	adj|n
mexico	n
miasma	n
microbe	n
microbiology	n
microcomputer	n
microcosm	n
microfilm	n|v
microorganism	n
microphone	n|v
microprocessor	n
microscope	n|v
microscopic	adj
microwave	n|v
mid	adj|adv|n|prep
midair	adj|n
midday	n
middle	adj|n|v
midget	n
midmorning	n
midnight	adj|n
midst	n|prep
mien	n
miff	n|v
might	adj|n|v
mighty	adj|adv|n
migrant	adj|n
migrate	v
migration	n
migratory	adj|n
mild	adj|n
mildew	n|v
mile	n
mileage	n
miles	adv|n
milestone	n|v
milieu	n
militant	adj|n
military	adj|n
militia	n
milk	n|v
milky	adj
mill	n|v
millennia	n
millennium	n
millimeter	n
millimetre	n
million	num
millionaire	n
mills	n|v
mime	n|v
mimetic	adj|n
mimic	adj|n|v
mimicry	n
minaret	n
minatory	adj
mince	n|v
mincing	adj|n|v
mind	n|v
mine	det|n|pron|v
miner	n
mineral	adj|n
mingle	n|v
mingling	n|v
miniature	adj|n|v
minibus	n
minimal	adj|n
minimalist	adj|n
minimize	v
minimum	adj|n
mining	n|v
minion	adj|n
miniskirt	n
minister	n|v
ministry	n
minnow	adj|n|v
minor	adj|n|v
minority	adj|n
mint	adj|n|v
minuet	n|v
minus	adj|n|prep|v
minuscule	adj|n
minute	adj|n|v
minutely	adj|adv
minutes	n|v
minutia	n
miracle	n|v
miraculous	adj
mirage	n|v
mire	n|v
mirror	n|v
mirth	n
misanthrope	n
miscarriage	n
miscellany	n
mischance	n|v
mischief	n|v
mischievous	adj
misconceive	v
misconception	n
miscreant	adj|n
misdeed	n
miser	n
miserable	adj|n
miserly	adj
misery	n
misfortune	n
misgiving	n
mishap	n|v
misinform	v
mislead	n|v
misleading	adj|n|v
misnomer	n|v
misogamy	n
misperceive	v
misrepresent	v
misrepresentation	n
miss	n|v
misshapen	adj|v
missile	n
missing	adj|n|v
mission	n|v
missionary	adj|n
missive	adj|n
mist	n|v
mistake	n|v
mistaken	adj|v
mister	n|v
mistimed	adj|v
mistral	n
mistress	n|v
mistrust	n|v
misunderstand	v
misuse	n|v
mite	n|v
mitigate	adj|v
mitten	n|v
mix	n|v
mixer	n
mixture	n
mm	interj|n
mnemonics	n
moan	adj|n|v
moat	n|v
mob	adj|interj|n|v
mobile	adj|n
mobility	n
mobilize	v
mock	adj|n|v
mockingbird	n
mode	n
model	adj|n|v
modem	n|v
moderate	adj|n|v
moderately	adv
modern	adj|n
modernization	n
modest	adj
modesty	n
modicum	n
modification	n
modify	v
modish	adj
modulate	v
module	n
mogul	n|v
moiety	n
moist	adj|n|v
moisten	v
moisture	n
molar	adj|n
mold	n|v
molding	n|v
moldy	adj
molecular	adj|n
molecule	n
molest	v
mollify	v
mollycoddle	n|v
molt	n|v
molten	adj|v
mom	adj|n|v
moment	n
momentary	adj
momentous	adj
momentum	n
monarch	n
monarchy	n
monastery	n
monday	adv|n
monetary	adj
money	adj|n
mongrel	adj|n
monitor	n|v
monk	n|v
monkey	n|v
monochromatic	adj
monochrome	adj|n
monocle	n
monogamy	n
monograph	n|v
monolithic	adj
monologue	n|v
monomania	n
monopolize	v
monopoly	n
monotone	adj|n|v
monotonous	adj
monotony	n
monsoon	n
monster	adj|n|v
monstrous	adj
montage	n|v
month	n
monthly	adj|adv|n
monument	n|v
monumental	adj
mood	interj|n
moody	adj|n
moon	n|v
moor	n|v
mop	n|v
mope	n|v
moral	adj|n|v
morale	n
moralistic	adj
morality	n
morass	n
moratorium	n
morbid	adj
mordant	adj|n|v
more	adj|adv|det|n|pron|v
moreover	adv
mores	n|v
moribund	adj|n
morning	interj|n
moron	n
morose	adj
morphology	n
morsel	n|v
mortal	adj|adv|n
mortality	n
mortar	n|v
mortgage	n|v
mortification	n
mortify	v
mortuary	adj|n
mosaic	adj|n|v
moscow	n
moslem	adj|n
mosque	n
mosquito	n|v
moss	n|v
most	adj|adv|det|n|pron
mostly	adv
mote	n|v
motel	n|v
moth	n|v
mother	n|v
motherland	n
motif	n
motile	adj|n
motility	n
motion	n|v
motionless	adj
motivate	v
motivation	n
motive	adj|n|v
motley	adj|n|v
motor	adj|n|v
motorbike	n|v
motorcycle	n|v
motorway	n
mottle	n|v
mottled	adj|v
motto	n|v
mould	n|v
mount	n|v
mountain	n
mountainous	adj
mountebank	n|v
mourn	n|v
mournful	adj
mourning	n|v
mouse	n|v
moustache	n
mouth	n|v
mouthful	adj|n
move	n|v
movement	n
movie	n
movies	n
mr.	n
ms.	n
much	adj|adv|det|n|pron
mucous	adj
mud	n|v
muddle	n|v
muddy	adj|n|v
muffle	n|v
muffled	adj|v
muffler	n
mug	adj|n|v
muggy	adj
mulberry	adj|n
mulct	n|v
mulish	adj
multicellular	adj|n
multifaceted	adj
multifarious	adj
multilateral	adj|n
multiple	adj|det|n
multiplication	n
multiplicity	n
multiply	adj|adv|n|v
multistory	adj|n
multitude	n
mumble	n|v
mundane	adj|n
municipal	adj|n
municipality	n
munificence	n
munificent	adj
muniments	n
munition	n|v
mural	adj|n|v
murder	n|v
murderer	n
murky	adj
murmur	n|v
muscle	n|v
muscles	n|v
muscular	adj
muse	n|v
museum	n|v
mushroom	adj|n|v
music	adj|n|v
musical	adj|n
musician	n
musicologist	n
musket	n
must	n|v
mustard	adj|n
muster	n|v
musty	adj|n|v
mutate	v
mutation	n
mute	adj|n|v
muted	adj|v
mutilate	adj|n|v
mutineer	n|v
mutinous	adj
mutter	n|v
mutton	adj|n
mutual	adj|n
muzzy	adj|n
my	det|interj|n|pron
myopia	n
myopic	adj|n
myriad	adj|n
myself	pron
mysterious	adj
mystery	n
mystic	adj|n
myth	n
mythical	adj
mythology	n
nadir	n|v
nag	n|v
nail	n|v
naive	adj|n
naivety	n
naked	adj|v
name	n|v
namely	adj|adv
nap	n|v
napkin	n
narcissism	n
narcissist	n
narcotic	adj|n
narrate	v
narration	n
narrative	adj|n
narrator	n
narrow	adj|n|v
nasal	adj|n
nascent	adj
nasty	adj|n
natal	adj|n
natation	n
nation	adj|adv|n
national	adj|n
nationalities	n
nationality	n
nationwide	adj|adv
native	adj|n
natty	adj|n
natural	adj|adv|n
naturalist	adj|n
naturalistic	adj
naturally	adv
nature	n|v
naught	n|num|pron
naughty	adj|v
nausea	n
nauseate	v
nautical	adj
naval	adj|n
nave	n
navigable	adj
navigate	v
navigation	n
navy	adj|n
naysay	n|v
naysayer	n
near	adj|adv|n|prep|v
nearby	adj|adv|n
nearly	adv
neat	adj|interj|n
nebula	n
nebulous	adj
necessarily	adv
necessary	adj|n
necessitate	v
necessitous	adj
necessity	n
neck	n|v
necklace	n|v
necktie	n
necropolis	n
nectar	n|v
need	n|v
needle	n|v
needless	adj|adv
needlework	n
needy	adj
nefarious	adj
negate	v
negation	n
negative	adj|interj|n|v
neglect	n|v
negligence	n
negligent	adj
negligible	adj
negotiable	adj|n
negotiate	v
negotiation	n
negro	adj|n
neighbor	n|v
neighborhood	n
neighboring	adj|v
neighbour	n|v
neighbourhood	n
neighbouring	adj|v
neither	adv|conj|det|pron
nemesis	n
neoclassical	adj|n
neolithic	adj|n
neologism	n
neon	adj|n
neonate	n
neophyte	n
nephew	n
nephritis	n
nepotism	n
nerve	n|v
nervous	adj
nest	n|v
nestle	n|v
nestling	n|v
net	adj|adv|interj|n|prep|v
nethermost	adj
nets	n|v
nettle	n|v
network	n|v
neurology	n
neuron	n
neurosis	n
neurotic	adj|n
neurotransmitter	n
neutral	adj|n
neutralize	v
neutron	n
never	adv|interj|v
nevertheless	adv
new	adj|adv|n|v
newly	adv
news	n|v
newscast	n|v
newspaper	n|v
newspapers	n|v
newsstand	n
next	adj|adv|det|n|prep
nexus	n
nib	adj|n|v
nibble	n|v
nice	adj|adv|interj|n|v
nicety	adj|n
niche	adj|n|v
nick	n|v
nickel	adj|n|v
nickname	n|v
nicotine	n
niece	n
niggard	adj|n|v
niggling	adj|n|v
night	interj|n|v
nightmare	n|v
nihilism	n
nil	det|n
nimble	adj|v
nine	n|num
nineteen	num
ninety	num
ninth	adj|n|v
nip	adj|n|v
nippers	n
nipping	adj|n|v
nitpick	v
nitrogen	n
no	adj|adv|det|interj|n|phrase|prep|v
no.	adv|n
nobility	n
noble	adj|n
nobody	n|pron
nocturnal	adj|n
nod	n|v
noise	n|v
noisily	adv
noisome	adj
noisy	adj
nomad	adj|n
nomadic	adj
nominal	adj|n
nominate	adj|n|v
nominee	n
non-drinker	n
nonchalance	n
nonchalant	adj
noncommittal	adj|n
nonconformist	adj|n
nonconformity	n
none	adv|det|n|pron
nonentity	n
nonesuch	adj|n
nonetheless	adv
nonfiction	n
nonflammable	adj|n
nonhuman	adj|n
nonpareil	adj|n
nonplus	n|v
nonporous	adj
nonprofessional	adj|n
nonradioactive	adj
nonsense	adj|interj|n|v
nonsensical	adj
nontraditional	adj
nonverbal	adj|n
nonviable	adj
nonviolence	n
noodle	n|v
nook	n|v
noon	n|v
noose	n|v
nor	conj|n
norm	n|v
normal	adj|n
normalization	n
normally	adv
north	adj|adv|n|v
northeast	adj|adv|n
northern	adj|n
northward	adj|adv|n
northwards	adv
northwest	adj|adv|n
nose	n|v
nostalgia	n
nostrum	n
not	adv|conj|interj|n
notability	n
notable	adj|n
notably	adv
notary	n
notate	adj|v
notation	n
notch	n|v
note	n|v
notebook	n
noted	adj|v
notes	n|v
noteworthy	adj|n
nothing	adj|adv|interj|n|pron
notice	n|v
noticeable	adj
notification	n
notify	v
notion	n
notorious	adj|adv
notoriously	adv
notwithstanding	adv|conj|prep
nought	adj|adv|n|pron|v
noun	n|v
nourish	n|v
nourishing	adj|v
nourishment	n
nova	n
novel	adj|n
novelist	n
novelty	adj|n
november	n
novice	adj|n
now	adj|adv|conj|interj|n|v
nowadays	adv
nowhere	adj|adv|n
noxious	adj
nuance	n|v
nubile	adj|n
nuclear	adj|n
nucleate	adj|n|v
nuclei	n
nucleus	n
nude	adj|n
nudge	n|v
nugatory	adj
nuisance	n
null	adj|n|v
nullify	v
numb	adj|v
number	adj|n|v
numerical	adj
numerology	n
numerous	adj|det
numinous	adj
numismatic	adj
numismatist	n
nun	n|pron
nuptial	adj
nurse	n|v
nursery	n
nursing	adj|n|v
nurture	n|v
nut	interj|n|v
nutrient	adj|n
nutriment	n
nutrition	n
nutritional	adj
nutritious	adj
nuts	adj|interj|n|v
nylon	n
nymph	n|v
oafishness	n
oak	adj|n|v
oar	n|v
oasis	n
oath	n|v
oatmeal	adj|n
obdurate	adj|v
obedience	n
obedient	adj|n
obeisance	n
obelisk	n|v
obese	adj|n
obey	v
obfuscate	adj|v
obituary	adj|n
object	n|v
objection	interj|n
objective	adj|n
objectives	n
oblation	n
obligated	adj|v
obligation	n
obligatory	adj
oblige	v
obliging	adj|n|v
oblique	adj|n|v
obliterate	adj|v
oblivion	n|v
oblivious	adj
oblong	adj|n|v
obloquy	n
obnoxious	adj
obscene	adj|v
obscure	adj|v
obscurity	n
obsequious	adj
observance	n
observation	n
observatory	n
observe	n|v
observer	n
obsess	v
obsessed	adj|v
obsession	n
obsolescent	adj
obsolete	adj|n|v
obstacle	n
obstinacy	n
obstinate	adj
obstreperous	adj
obstruct	v
obstruction	n
obtain	v
obtainable	adj
obtrude	v
obtuse	adj|v
obverse	adj|n
obviate	adj|n|v
obvious	adj
obviously	adv
occasion	n|v
occasional	adj|n
occasionally	adv
occidental	adj|n
occlude	v
occult	adj|n|v
occupant	n
occupants	n
occupation	n
occupational	adj
occupy	n|v
occur	v
occurrence	n
ocean	n
oceania	n
october	n|v
octogenarian	adj|n
octopus	n|v
ocular	adj|n
odd	adj|n
oddly	adv
oddments	n
odds	n
ode	n
odious	adj
odium	n
odometer	n
odor	n
odoriferous	adj
odorless	adj
